# P, Pc, E, M, R, EoS
2.036253094229894710e-12 5.500000000000000000e+01 4.270115297081853214e+02 1.321767669795354871e+00 1.236199999999858790e+01 APR_1
1.379662193098073084e-12 5.600000000000000000e+01 4.296706817558186913e+02 1.332407862427918088e+00 1.236199999999858790e+01 APR_1
1.658556050704579859e-12 5.700000000000000000e+01 4.322998246744534754e+02 1.342874009389161349e+00 1.236099999999858845e+01 APR_1
2.043880701550962408e-12 5.800000000000000000e+01 4.348998446711143515e+02 1.353170772434993285e+00 1.235999999999858900e+01 APR_1
3.978117744072284316e-12 5.900000000000000000e+01 4.374715874937131161e+02 1.363302594329945050e+00 1.235899999999858956e+01 APR_1
4.008381707783585895e-12 6.000000000000000000e+01 4.400158609280672408e+02 1.373273767434959547e+00 1.235799999999859011e+01 APR_1
4.160443342157344614e-12 6.100000000000000000e+01 4.425334371019823720e+02 1.383088411524107331e+00 1.235699999999859067e+01 APR_1
4.159878873107147012e-12 6.200000000000000000e+01 4.450250546142113421e+02 1.392750507813425909e+00 1.235599999999859122e+01 APR_1
1.476579587600457732e-12 6.300000000000000000e+01 4.474914205041941955e+02 1.402263865204060656e+00 1.235599999999859122e+01 APR_1
3.470780635928582457e-12 6.400000000000000000e+01 4.499332120768154937e+02 1.411632169195237374e+00 1.235399999999859233e+01 APR_1
1.737781150169861771e-12 6.500000000000000000e+01 4.523510785949357000e+02 1.420858968132899580e+00 1.235299999999859288e+01 APR_1
4.840763583052311759e-12 6.600000000000000000e+01 4.547456428511587205e+02 1.429947683748987064e+00 1.235099999999859399e+01 APR_1
4.959237630195783983e-12 6.700000000000000000e+01 4.571175026291392669e+02 1.438901617263762978e+00 1.234999999999859455e+01 APR_1
3.183596199239777510e-12 6.800000000000000000e+01 4.594672320637209282e+02 1.447723955640705995e+00 1.234899999999859510e+01 APR_1
4.619027663297568337e-12 6.900000000000000000e+01 4.617953829082867401e+02 1.456417775729538677e+00 1.234699999999859621e+01 APR_1
3.270455783749858526e-12 7.000000000000000000e+01 4.641024857168980020e+02 1.464986048741875546e+00 1.234599999999859676e+01 APR_1
4.490122672979066280e-12 7.100000000000000000e+01 4.663890509480818878e+02 1.473431648226197321e+00 1.234399999999859787e+01 APR_1
3.056240386228821442e-12 7.200000000000000000e+01 4.686555699964863493e+02 1.481757351968078895e+00 1.234299999999859843e+01 APR_1
4.919216318442915873e-12 7.300000000000000000e+01 4.709025161580478311e+02 1.489965846190000054e+00 1.234099999999859953e+01 APR_1
5.014543094159631033e-12 7.400000000000000000e+01 4.731303455338047570e+02 1.498059732144060519e+00 1.233899999999860064e+01 APR_1
2.922514808288112830e-12 7.500000000000000000e+01 4.753394978770309081e+02 1.506041525184268481e+00 1.233799999999860120e+01 APR_1
4.592182465927622126e-12 7.600000000000000000e+01 4.775303973879473460e+02 1.513913662200358168e+00 1.233599999999860231e+01 APR_1
5.195299777218240472e-12 7.700000000000000000e+01 4.797034534599010840e+02 1.521678503618238310e+00 1.233399999999860341e+01 APR_1
4.838235024487914765e-12 7.800000000000000000e+01 4.818590613805640146e+02 1.529338337065297759e+00 1.233199999999860452e+01 APR_1
5.309695282332280797e-12 7.900000000000000000e+01 4.839976029914034257e+02 1.536895379225761804e+00 1.232999999999860563e+01 APR_1
2.556085698010103348e-12 8.000000000000000000e+01 4.861194473084008223e+02 1.544351782947123164e+00 1.232899999999860619e+01 APR_1
2.659463090755032677e-12 8.100000000000000000e+01 4.882249511067508365e+02 1.551709629025037840e+00 1.232699999999860729e+01 APR_1
2.701970400445041219e-12 8.200000000000000000e+01 4.903144594720478722e+02 1.558970943255968411e+00 1.232499999999860840e+01 APR_1
2.671186589804660189e-12 8.300000000000000000e+01 4.923883063202647463e+02 1.566137689743285710e+00 1.232299999999860951e+01 APR_1
2.571485156500234467e-12 8.400000000000000000e+01 4.944468148886419954e+02 1.573211775365758180e+00 1.232099999999861062e+01 APR_1
8.076069768691487479e-12 8.500000000000000000e+01 4.964902981994442825e+02 1.580195052028192659e+00 1.231799999999861228e+01 APR_1
5.284500652115817664e-12 8.600000000000000000e+01 4.985190594983799315e+02 1.587089316731582933e+00 1.231599999999861339e+01 APR_1
4.806539470557198324e-12 8.700000000000000000e+01 5.005333926693478475e+02 1.593896320674871303e+00 1.231399999999861450e+01 APR_1
4.260053481535655998e-12 8.800000000000000000e+01 5.025335826270456323e+02 1.600617763334454935e+00 1.231199999999861561e+01 APR_1
4.508676242701046310e-12 8.900000000000000000e+01 5.045199056888585005e+02 1.607255295647228577e+00 1.230999999999861672e+01 APR_1
3.888301906611654826e-12 9.000000000000000000e+01 5.064926299273396921e+02 1.613810524254807532e+00 1.230799999999861782e+01 APR_1
8.089809575406659837e-12 9.100000000000000000e+01 5.084520155045023557e+02 1.620285012197817620e+00 1.230499999999861949e+01 APR_1
4.778748652434026650e-12 9.200000000000000000e+01 5.103983149890477762e+02 1.626680278120941514e+00 1.230299999999862059e+01 APR_1
3.693936895981271572e-12 9.300000000000000000e+01 5.123317736575771733e+02 1.632997806174681488e+00 1.230099999999862170e+01 APR_1
3.598258136030020679e-12 9.400000000000000000e+01 5.142526297807580704e+02 1.639239039258363340e+00 1.229899999999862281e+01 APR_1
5.046691406209388966e-12 9.500000000000000000e+01 5.161611148953493284e+02 1.645405372186633963e+00 1.229599999999862447e+01 APR_1
3.717763317253304934e-12 9.600000000000000000e+01 5.180574540629237390e+02 1.651498175439667593e+00 1.229399999999862558e+01 APR_1
3.422484580247186681e-12 9.700000000000000000e+01 5.199418661160691499e+02 1.657518780255172519e+00 1.229199999999862669e+01 APR_1
4.631351115598585745e-12 9.800000000000000000e+01 5.218145638927992422e+02 1.663468483693774536e+00 1.228899999999862835e+01 APR_1
3.174659656613670409e-12 9.900000000000000000e+01 5.236757544598497134e+02 1.669348549878984178e+00 1.228699999999862946e+01 APR_1
7.590629235460826825e-12 1.000000000000000000e+02 5.255256393254951490e+02 1.675160211028297708e+00 1.228399999999863113e+01 APR_1
3.668063043261235983e-12 1.010000000000000000e+02 5.273644146424771861e+02 1.680904668746998842e+00 1.228199999999863223e+01 APR_1
1.033321398878845904e-11 1.020000000000000000e+02 5.291922714015968268e+02 1.686583094778312253e+00 1.227899999999863390e+01 APR_1
