# P, Pc, E, M, R, EoS
7.308108076083470234e-12 9.700000000000000000e+01 3.962188276077043838e+02 2.272167337388903974e+00 1.444799999999743179e+01 PS
6.617257871122981046e-12 9.800000000000000000e+01 3.980819874028727554e+02 2.279440102001217383e+00 1.444699999999743234e+01 PS
1.244722738770356294e-11 9.900000000000000000e+01 3.999447864805119934e+02 2.286582396188262756e+00 1.444499999999743345e+01 PS
9.911199322050877791e-12 1.000000000000000000e+02 4.018072249104587854e+02 2.293597009606473502e+00 1.444399999999743400e+01 PS
6.351454785258164743e-12 1.010000000000000000e+02 4.036693027625354944e+02 2.300486659449358484e+00 1.444299999999743456e+01 PS
9.927536928191255297e-12 1.020000000000000000e+02 4.055310201065537967e+02 2.307253992294939327e+00 1.444099999999743567e+01 PS
5.320881949899350696e-12 1.030000000000000000e+02 4.073923770123087706e+02 2.313901586245631581e+00 1.443999999999743622e+01 PS
6.685068549908669930e-12 1.040000000000000000e+02 4.092533735495826477e+02 2.320431953475889930e+00 1.443799999999743733e+01 PS
8.819388284852703231e-12 1.050000000000000000e+02 4.111140097881466318e+02 2.326847541647288242e+00 1.443599999999743844e+01 PS
9.314198111313854663e-12 1.060000000000000000e+02 4.129742857977536232e+02 2.333150736213916332e+00 1.443399999999743955e+01 PS
9.319079348360473034e-12 1.070000000000000000e+02 4.148342016481485643e+02 2.339343861889316756e+00 1.443199999999744065e+01 PS
8.907941158337990636e-12 1.080000000000000000e+02 4.166937574090582643e+02 2.345429183265137940e+00 1.442999999999744176e+01 PS
8.150428354613663575e-12 1.090000000000000000e+02 4.185529531501995280e+02 2.351408912687686481e+00 1.442799999999744287e+01 PS
5.582712424328651182e-12 1.100000000000000000e+02 4.204117889412727322e+02 2.357285202275979596e+00 1.442599999999744398e+01 PS
1.248983454283580821e-11 1.110000000000000000e+02 4.222702648519665445e+02 2.363060152268256164e+00 1.442299999999744564e+01 PS
8.563559539235529181e-12 1.120000000000000000e+02 4.241283809519553074e+02 2.368735810505044448e+00 1.442099999999744675e+01 PS
5.053083912069160019e-12 1.130000000000000000e+02 4.259861373109014266e+02 2.374314177661654757e+00 1.441899999999744786e+01 PS
9.057797752843490659e-12 1.140000000000000000e+02 4.278435339984520169e+02 2.379797195293837486e+00 1.441599999999744952e+01 PS
4.683203357143196124e-12 1.150000000000000000e+02 4.297005710842411759e+02 2.385186767465768742e+00 1.441399999999745063e+01 PS
7.622722218483310110e-12 1.160000000000000000e+02 4.315572486378888470e+02 2.390484748155937478e+00 1.441099999999745229e+01 PS
1.078885958871479419e-11 1.170000000000000000e+02 4.334135667290041738e+02 2.395692936182340915e+00 1.440799999999745395e+01 PS
1.251780209608793839e-11 1.180000000000000000e+02 4.352695254271798149e+02 2.400813128078598702e+00 1.440499999999745562e+01 PS
6.332669929411150514e-12 1.190000000000000000e+02 4.371251248019965487e+02 2.405847015500436115e+00 1.440299999999745673e+01 PS
6.792656446772774457e-12 1.200000000000000000e+02 4.389803649230209430e+02 2.410796290575582645e+00 1.439999999999745839e+01 PS
7.054296054857182831e-12 1.210000000000000000e+02 4.408352458598075714e+02 2.415662594858547507e+00 1.439699999999746005e+01 PS
7.091145208799028941e-12 1.220000000000000000e+02 4.426897676818937271e+02 2.420447530724840313e+00 1.439399999999746171e+01 PS
6.898566767323772714e-12 1.230000000000000000e+02 4.445439304588089726e+02 2.425152663025675448e+00 1.439099999999746338e+01 PS
6.502617784863836324e-12 1.240000000000000000e+02 4.463977342600643397e+02 2.429779519474799976e+00 1.438799999999746504e+01 PS
5.954780433847902324e-12 1.250000000000000000e+02 4.482511791551600027e+02 2.434329592052932867e+00 1.438499999999746670e+01 PS
1.206671555704183779e-11 1.260000000000000000e+02 4.501042652135821527e+02 2.438804337958778490e+00 1.438099999999746892e+01 PS
1.044979066373010968e-11 1.270000000000000000e+02 4.519569925048035657e+02 2.443205180509596897e+00 1.437799999999747058e+01 PS
6.085085039176829435e-12 1.280000000000000000e+02 4.538093610982842279e+02 2.447533510190478712e+00 1.437499999999747224e+01 PS
5.824806877349448920e-12 1.290000000000000000e+02 4.556613710634677545e+02 2.451790685299098715e+00 1.437199999999747391e+01 PS
