# P, Pc, E, M, R, EoS
1.424331525737175973e-12 6.800000000000000000e+01 4.928687316757577150e+02 1.380280915631054484e+00 1.228899999999862835e+01 BL_1
1.480398375395967587e-12 6.900000000000000000e+01 4.957740129507742495e+02 1.387610687351535699e+00 1.228399999999863113e+01 BL_1
1.854649565514552839e-12 7.000000000000000000e+01 4.986572824288591050e+02 1.394825379334280635e+00 1.227799999999863445e+01 BL_1
4.831961641031457468e-12 7.100000000000000000e+01 5.015190560541019522e+02 1.401927797609156867e+00 1.227199999999863778e+01 BL_1
4.964035286405959962e-12 7.200000000000000000e+01 5.043598306215700973e+02 1.408920647126890469e+00 1.226699999999864055e+01 BL_1
1.844641619550282328e-12 7.300000000000000000e+01 5.071800847428714860e+02 1.415806539973806455e+00 1.226199999999864332e+01 BL_1
4.920258022282716080e-12 7.400000000000000000e+01 5.099802797505265062e+02 1.422587999413271964e+00 1.225599999999864664e+01 BL_1
5.030520837635999251e-12 7.500000000000000000e+01 5.127608605457980957e+02 1.429267464249525998e+00 1.225099999999864941e+01 BL_1
3.238383823284874086e-12 7.600000000000000000e+01 5.155222563942193119e+02 1.435847292477791637e+00 1.224599999999865219e+01 BL_1
5.088195882224965551e-12 7.700000000000000000e+01 5.182648816726864425e+02 1.442329763617520300e+00 1.223999999999865551e+01 BL_1
5.350393600323629409e-12 7.800000000000000000e+01 5.209891365716567861e+02 1.448717083233122871e+00 1.223499999999865828e+01 BL_1
4.574186887819187249e-12 7.900000000000000000e+01 5.236954077556868015e+02 1.455011387104005571e+00 1.222999999999866105e+01 BL_1
5.618954481444218984e-12 8.000000000000000000e+01 5.263840689852746664e+02 1.461214742638855091e+00 1.222399999999866438e+01 BL_1
4.719267240912470574e-12 8.100000000000000000e+01 5.290554817027322088e+02 1.467329152069517084e+00 1.221899999999866715e+01 BL_1
4.863162658483418116e-12 8.200000000000000000e+01 5.317099955845772001e+02 1.473356554931987139e+00 1.221399999999866992e+01 BL_1
3.094627897024353164e-12 8.300000000000000000e+01 5.343479490627494215e+02 1.479298832566869670e+00 1.220899999999867269e+01 BL_1
5.442318990044017399e-12 8.400000000000000000e+01 5.369696698167571185e+02 1.485157806934001457e+00 1.220299999999867602e+01 BL_1
4.608862955292436763e-12 8.500000000000000000e+01 5.395754752387050530e+02 1.490935245718621571e+00 1.219799999999867879e+01 BL_1
4.785943544111874481e-12 8.600000000000000000e+01 5.421656728729967654e+02 1.496632863753309506e+00 1.219299999999868156e+01 BL_1
4.136569664858511465e-12 8.700000000000000000e+01 5.447405608323672368e+02 1.502252325024783008e+00 1.218799999999868433e+01 BL_1
2.550984803697575740e-12 8.800000000000000000e+01 5.473004281917778826e+02 1.507795244922593980e+00 1.218299999999868710e+01 BL_1
4.852658320097288682e-12 8.900000000000000000e+01 5.498455553615888221e+02 1.513263190945684844e+00 1.217699999999869043e+01 BL_1
5.052620037688652467e-12 9.000000000000000000e+01 5.523762144413179840e+02 1.518657686986277122e+00 1.217199999999869320e+01 BL_1
4.439107546552059028e-12 9.100000000000000000e+01 5.548926695551999728e+02 1.523980214248893850e+00 1.216699999999869597e+01 BL_1
3.900082365392438383e-12 9.200000000000000000e+01 5.573951771706732643e+02 1.529232206790108517e+00 1.216199999999869874e+01 BL_1
2.413329776098126741e-12 9.300000000000000000e+01 5.598839864008348286e+02 1.534415064019853281e+00 1.215699999999870151e+01 BL_1
4.927795575291257175e-12 9.400000000000000000e+01 5.623593392918375002e+02 1.539530144709315262e+00 1.215099999999870484e+01 BL_1
4.340949662718054789e-12 9.500000000000000000e+01 5.648214710961268565e+02 1.544578769922607453e+00 1.214599999999870761e+01 BL_1
4.688371512288275902e-12 9.600000000000000000e+01 5.672706105323609336e+02 1.549562225214487610e+00 1.214099999999871038e+01 BL_1
4.230413843134144185e-12 9.700000000000000000e+01 5.697069800327884650e+02 1.554481761117060712e+00 1.213599999999871315e+01 BL_1
3.827938859922649094e-12 9.800000000000000000e+01 5.721307959788183553e+02 1.559338592780680877e+00 1.213099999999871592e+01 BL_1
8.333068673283222380e-12 9.900000000000000000e+01 5.745422689254550050e+02 1.564133908349930158e+00 1.212499999999871925e+01 BL_1
7.796463174909303661e-12 1.000000000000000000e+02 5.769416038152331794e+02 1.568868858771321317e+00 1.211999999999872202e+01 BL_1
5.088496811143043885e-12 1.010000000000000000e+02 5.793290001822449540e+02 1.573544569005431049e+00 1.211499999999872479e+01 BL_1
4.593759189762459682e-12 1.020000000000000000e+02 5.817046523468095529e+02 1.578162131975016980e+00 1.210999999999872756e+01 BL_1
4.268227829593738480e-12 1.030000000000000000e+02 5.840687496013022155e+02 1.582722614070387390e+00 1.210499999999873033e+01 BL_1
3.989442560070446017e-12 1.040000000000000000e+02 5.864214763876258303e+02 1.587227053956657974e+00 1.209999999999873310e+01 BL_1
3.753913084502312678e-12 1.050000000000000000e+02 5.887630124667789460e+02 1.591676464119793355e+00 1.209499999999873587e+01 BL_1
3.559029189319066262e-12 1.060000000000000000e+02 5.910935330809401194e+02 1.596071829952327770e+00 1.208999999999873864e+01 BL_1
4.193379420261813043e-12 1.070000000000000000e+02 5.934132091084709373e+02 1.600414117313730511e+00 1.208499999999874142e+01 BL_1
4.061883231836530531e-12 1.080000000000000000e+02 5.957222072122065128e+02 1.604704266579455529e+00 1.207999999999874419e+01 BL_1
3.968430425672941042e-12 1.090000000000000000e+02 5.980206899813848622e+02 1.608943186587291407e+00 1.207499999999874696e+01 BL_1
